Term,Adjusted P-value,P-value,Odds Ratio,Combined Score,Overlap,Genes,library,set_label
Oxidative Stress Induced Senescence R-HSA-2559580,0.5038012043062029,0.1558120931167101,1.9701386780038463,3.6626937391663272,4/93,UBB;MAPK1;MDM4;MAP2K6,Reactome_2022,PBMC_down
Nuclear Events (Kinase And Transcription Factor Activation) R-HSA-198725,0.5038012043062029,0.1564699955815651,2.265865943432778,4.202934365860666,3/61,PPP2CB;MAPK1;ID3,Reactome_2022,PBMC_down
Selective Autophagy R-HSA-9663891,0.5038012043062029,0.1564699955815651,2.265865943432778,4.202934365860666,3/61,UBB;HSF1;NBR1,Reactome_2022,PBMC_down
Downstream TCR Signaling R-HSA-202424,0.5038012043062029,0.1600660669661329,1.948148148148148,3.569335924481707,4/94,UBB;PSMC4;UBE2D2;BCL10,Reactome_2022,PBMC_down
Activation Of Pre-Replicative Complex R-HSA-68962,0.5038012043062029,0.1604282802226842,2.9180866965620327,5.339831032528589,2/32,CDK2;RPA4,Reactome_2022,PBMC_down
Nuclear Signaling By ERBB4 R-HSA-1251985,0.5038012043062029,0.1604282802226842,2.9180866965620327,5.339831032528589,2/32,STMN1;EREG,Reactome_2022,PBMC_down
Signaling By NOTCH2 R-HSA-1980145,0.5038012043062029,0.1604282802226842,2.9180866965620327,5.339831032528589,2/32,MAML2;UBB,Reactome_2022,PBMC_down
Termination Of Translesion DNA Synthesis R-HSA-5656169,0.5038012043062029,0.1604282802226842,2.9180866965620327,5.339831032528589,2/32,PCNA;UBB,Reactome_2022,PBMC_down
Regulation Of Actin Dynamics For Phagocytic Cup Formation R-HSA-2029482,0.5038012043062029,0.1618757032456725,2.2273471719672444,4.055835494952877,3/62,ARPC2;ELMO1;MAPK1,Reactome_2022,PBMC_down
Transcriptional Regulation By RUNX3 R-HSA-8878159,0.5038012043062029,0.164362269591366,1.9266409266409263,3.478901470558709,4/95,MAML2;UBB;PSMC4;CTNNB1,Reactome_2022,PBMC_down
Binding Of TCF/LEF:CTNNB1 To Target Gene Promoters R-HSA-4411364,0.5038012043062029,0.1657891978807249,6.2464046021093,11.225027619600391,1/8,CTNNB1,Reactome_2022,PBMC_down
CREB1 Phosphorylation Thru Activation Of CaMKII/CaMKK/CaMKIV Cascasde R-HSA-442729,0.5038012043062029,0.1657891978807249,6.2464046021093,11.225027619600391,1/8,CAMK4,Reactome_2022,PBMC_down
CREB3 Factors Activate Genes R-HSA-8874211,0.5038012043062029,0.1657891978807249,6.2464046021093,11.225027619600391,1/8,MBTPS1,Reactome_2022,PBMC_down
Conjugation Of Salicylate With Glycine R-HSA-177128,0.5038012043062029,0.1657891978807249,6.2464046021093,11.225027619600391,1/8,GLYAT,Reactome_2022,PBMC_down
DNA Damage Reversal R-HSA-73942,0.5038012043062029,0.1657891978807249,6.2464046021093,11.225027619600391,1/8,ASCC3,Reactome_2022,PBMC_down
Defective CHST3 Causes SEDCJD R-HSA-3595172,0.5038012043062029,0.1657891978807249,6.2464046021093,11.225027619600391,1/8,CHST3,Reactome_2022,PBMC_down
Defective Factor IX Causes Hemophilia B R-HSA-9668250,0.5038012043062029,0.1657891978807249,6.2464046021093,11.225027619600391,1/8,FAM110A,Reactome_2022,PBMC_down
Inhibition Of Signaling By Overexpressed EGFR R-HSA-5638303,0.5038012043062029,0.1657891978807249,6.2464046021093,11.225027619600391,1/8,EREG,Reactome_2022,PBMC_down
Myoclonic Epilepsy Of Lafora R-HSA-3785653,0.5038012043062029,0.1657891978807249,6.2464046021093,11.225027619600391,1/8,UBB,Reactome_2022,PBMC_down
Nef And Signal Transduction R-HSA-164944,0.5038012043062029,0.1657891978807249,6.2464046021093,11.225027619600391,1/8,ELMO1,Reactome_2022,PBMC_down
RUNX1 Regulates Transcription Of Genes Involved In Differentiation Of Keratinocytes R-HSA-8939242,0.5038012043062029,0.1657891978807249,6.2464046021093,11.225027619600391,1/8,CTSL,Reactome_2022,PBMC_down
RUNX3 Regulates WNT Signaling R-HSA-8951430,0.5038012043062029,0.1657891978807249,6.2464046021093,11.225027619600391,1/8,CTNNB1,Reactome_2022,PBMC_down
Relaxin Receptors R-HSA-444821,0.5038012043062029,0.1657891978807249,6.2464046021093,11.225027619600391,1/8,RLN2,Reactome_2022,PBMC_down
"SMAC, XIAP-regulated Apoptotic Response R-HSA-111469",0.5038012043062029,0.1657891978807249,6.2464046021093,11.225027619600391,1/8,DIABLO,Reactome_2022,PBMC_down
Signaling By TGF-beta Receptor Complex In Cancer R-HSA-3304351,0.5038012043062029,0.1657891978807249,6.2464046021093,11.225027619600391,1/8,TGFBR2,Reactome_2022,PBMC_down
Sodium/Proton Exchangers R-HSA-425986,0.5038012043062029,0.1657891978807249,6.2464046021093,11.225027619600391,1/8,SLC9A7,Reactome_2022,PBMC_down
TRAIL Signaling R-HSA-75158,0.5038012043062029,0.1657891978807249,6.2464046021093,11.225027619600391,1/8,CASP8,Reactome_2022,PBMC_down
Cellular Senescence R-HSA-2559583,0.5042402615775065,0.166429005785896,1.655681721164518,2.9689460314955998,6/165,UBB;CDK2;EHMT1;MAPK1;MDM4;MAP2K6,Reactome_2022,PBMC_down
Cytosolic Sensors Of Pathogen-Associated DNA R-HSA-1834949,0.5054866271914821,0.1673369286478678,2.190112359550562,3.915364527651366,3/63,CRCP;UBB;CTNNB1,Reactome_2022,PBMC_down
Keratan Sulfate/Keratin Metabolism R-HSA-1638074,0.5056558522533723,0.1683863790902683,2.823810212642847,5.030601133683043,2/33,B4GAT1;ST3GAL1,Reactome_2022,PBMC_down
Signaling By High-Kinase Activity BRAF Mutants R-HSA-6802948,0.5056558522533723,0.1683863790902683,2.823810212642847,5.030601133683043,2/33,RAP1A;MAPK1,Reactome_2022,PBMC_down
Oxygen-dependent Proline Hydroxylation Of Hypoxia-inducible Factor Alpha R-HSA-1234176,0.5103604889001829,0.1728513179368306,2.1540983606557376,3.781139447707095,3/64,UBB;PSMC4;UBE2D2,Reactome_2022,PBMC_down
Regulation Of Expression Of SLITs And ROBOs R-HSA-9010553,0.5103604889001829,0.1729157665965462,1.6349456170428038,2.869248957288042,6/167,UPF2;RPS15A;RPL32;UBB;PSMC4;RPL8,Reactome_2022,PBMC_down
Potential Therapeutics For SARS R-HSA-9679191,0.5103604889001829,0.173076990474233,1.885014046304369,3.306349984697026,4/97,CD79B;SH3KBP1;NR3C1;IL6R,Reactome_2022,PBMC_down
Detoxification Of Reactive Oxygen Species R-HSA-3299685,0.5103604889001829,0.1764098549746578,2.7354260089686098,4.7458144150568495,2/34,CCS;GLYAT,Reactome_2022,PBMC_down
EPHB-mediated Forward Signaling R-HSA-3928662,0.5103604889001829,0.1764098549746578,2.7354260089686098,4.7458144150568495,2/34,ARPC2;LIMK2,Reactome_2022,PBMC_down
Lysosome Vesicle Biogenesis R-HSA-432720,0.5103604889001829,0.1764098549746578,2.7354260089686098,4.7458144150568495,2/34,AP1G1;AP1S1,Reactome_2022,PBMC_down
Processing Of Capped Intron-Containing Pre-mRNA R-HSA-72203,0.5103604889001829,0.1774858139688762,1.501010101010101,2.5950432197172697,8/242,FYTTD1;HNRNPM;FUS;SYF2;SF3B6;SF3B1;SF1;WDR33,Reactome_2022,PBMC_down
Response Of EIF2AK4 (GCN2) To Amino Acid Deficiency R-HSA-9633012,0.5103604889001829,0.1774933066141539,1.864864864864865,3.224020114042326,4/98,RPS15A;RPL32;RPL8;ATF4,Reactome_2022,PBMC_down
Dual Incision In TC-NER R-HSA-6782135,0.5103604889001829,0.1784165312535726,2.1192461036607466,3.652805484538178,3/65,PCNA;UBB;ERCC1,Reactome_2022,PBMC_down
Regulation Of RAS By GAPs R-HSA-5658442,0.5103604889001829,0.1784165312535726,2.1192461036607466,3.652805484538178,3/65,UBB;PSMC4;RASA2,Reactome_2022,PBMC_down
Cellular Response To Heat Stress R-HSA-3371556,0.5103604889001829,0.1819474491551578,1.845139876718824,3.1441873111179617,4/99,UBB;HSPA4;HSF1;MAPK1,Reactome_2022,PBMC_down
Activation Of NF-kappaB In B Cells R-HSA-1169091,0.5103604889001829,0.1840302446323244,2.08550026752274,3.530032792922713,3/66,UBB;PSMC4;BCL10,Reactome_2022,PBMC_down
ATF6 (ATF6-alpha) Activates Chaperone Genes R-HSA-381183,0.5103604889001829,0.1844829709666307,5.465324384787472,9.237480989674042,1/9,ATF4,Reactome_2022,PBMC_down
Amino Acid Conjugation R-HSA-156587,0.5103604889001829,0.1844829709666307,5.465324384787472,9.237480989674042,1/9,GLYAT,Reactome_2022,PBMC_down
Diseases Associated With Surfactant Metabolism R-HSA-5687613,0.5103604889001829,0.1844829709666307,5.465324384787472,9.237480989674042,1/9,SFTPD,Reactome_2022,PBMC_down
Downregulation Of ERBB4 Signaling R-HSA-1253288,0.5103604889001829,0.1844829709666307,5.465324384787472,9.237480989674042,1/9,UBB,Reactome_2022,PBMC_down
EGFR Interacts With Phospholipase C-gamma R-HSA-212718,0.5103604889001829,0.1844829709666307,5.465324384787472,9.237480989674042,1/9,EREG,Reactome_2022,PBMC_down
Maturation Of Protein 3A R-HSA-9683673,0.5103604889001829,0.1844829709666307,5.465324384787472,9.237480989674042,1/9,ST3GAL1,Reactome_2022,PBMC_down
PTK6 Regulates RTKs And Their Effectors AKT1 And DOK1 R-HSA-8849469,0.5103604889001829,0.1844829709666307,5.465324384787472,9.237480989674042,1/9,UBB,Reactome_2022,PBMC_down
Prevention Of Phagosomal-Lysosomal Fusion R-HSA-9636383,0.5103604889001829,0.1844829709666307,5.465324384787472,9.237480989674042,1/9,UBB,Reactome_2022,PBMC_down
RHO GTPases Activate Rhotekin And Rhophilins R-HSA-5666185,0.5103604889001829,0.1844829709666307,5.465324384787472,9.237480989674042,1/9,RTKN,Reactome_2022,PBMC_down
Regulation Of PTEN Localization R-HSA-8948747,0.5103604889001829,0.1844829709666307,5.465324384787472,9.237480989674042,1/9,UBB,Reactome_2022,PBMC_down
Serine Biosynthesis R-HSA-977347,0.5103604889001829,0.1844829709666307,5.465324384787472,9.237480989674042,1/9,SERINC5,Reactome_2022,PBMC_down
Synthesis Of 5-Eicosatetraenoic Acids R-HSA-2142688,0.5103604889001829,0.1844829709666307,5.465324384787472,9.237480989674042,1/9,LTC4S,Reactome_2022,PBMC_down
TRIF-mediated Programmed Cell Death R-HSA-2562578,0.5103604889001829,0.1844829709666307,5.465324384787472,9.237480989674042,1/9,CASP8,Reactome_2022,PBMC_down
Transport Of Gamma-Carboxylated Protein Precursors From Endoplasmic Reticulum To Golgi Apparatus R-HSA-159763,0.5103604889001829,0.1844829709666307,5.465324384787472,9.237480989674042,1/9,FAM110A,Reactome_2022,PBMC_down
Ca-dependent Events R-HSA-111996,0.5103604889001829,0.1844918073823844,2.652398423698872,4.482951781779809,2/35,CAMK4;MAPK1,Reactome_2022,PBMC_down
N-glycan Trimming In ER And Calnexin/Calreticulin Cycle R-HSA-532668,0.5103604889001829,0.1844918073823844,2.652398423698872,4.482951781779809,2/35,RNF103;UBB,Reactome_2022,PBMC_down
Negative Regulators Of DDX58/IFIH1 Signaling R-HSA-936440,0.5103604889001829,0.1844918073823844,2.652398423698872,4.482951781779809,2/35,UBB;UBE2D2,Reactome_2022,PBMC_down
KEAP1-NFE2L2 Pathway R-HSA-9755511,0.5115746468130882,0.1864383044868916,1.8258258258258255,3.066757297939973,4/100,UBB;PSMC4;MAFG;ATF4,Reactome_2022,PBMC_down
Stimuli-sensing Channels R-HSA-2672351,0.5115746468130882,0.1864383044868916,1.8258258258258255,3.066757297939973,4/100,STOML3;UBB;WNK1;BSND,Reactome_2022,PBMC_down
TNFR2 Non-Canonical NF-kB Pathway R-HSA-5668541,0.5115746468130882,0.1864383044868916,1.8258258258258255,3.066757297939973,4/100,UBB;TNFSF14;PSMC4;BIRC3,Reactome_2022,PBMC_down
HDR Thru Homologous Recombination (HRR) R-HSA-5685942,0.5162197956918653,0.1896901517909743,2.052808988764045,3.412514361860773,3/67,PCNA;UBB;EXO1,Reactome_2022,PBMC_down
Signaling By ROBO Receptors R-HSA-376176,0.5162197956918653,0.1898952210654347,1.5205091937765205,2.5259958119359456,7/209,UPF2;RPS15A;RPL32;UBB;PSMC4;CXCR4;RPL8,Reactome_2022,PBMC_down
Factors Involved In Megakaryocyte Development And Platelet Production R-HSA-983231,0.5162197956918653,0.1901595514582018,1.6732721038030087,2.777450668856687,5/136,AKAP10;DOCK3;DOCK9;MAFG;CDK2,Reactome_2022,PBMC_down
Late Phase Of HIV Life Cycle R-HSA-162599,0.5162197956918653,0.1901595514582018,1.6732721038030087,2.777450668856687,5/136,TAF15;UBB;TAF13;TAF1L;PPIA,Reactome_2022,PBMC_down
HSF1-dependent Transactivation R-HSA-3371571,0.5199204239262594,0.1926256109566985,2.5742548140332366,4.239815218669316,2/36,UBB;HSF1,Reactome_2022,PBMC_down
RHO GTPases Activate WASPs And WAVEs R-HSA-5663213,0.5199204239262594,0.1926256109566985,2.5742548140332366,4.239815218669316,2/36,ARPC2;MAPK1,Reactome_2022,PBMC_down
Costimulation By CD28 Family R-HSA-388841,0.5199204239262594,0.1953939659786405,2.021123595505618,3.299964125241749,3/68,CD86;CD274;PPP2CB,Reactome_2022,PBMC_down
ABC-family Proteins Mediated Transport R-HSA-382556,0.5199204239262594,0.1955256823688034,1.7883802169516456,2.918750148762237,4/102,UBB;ABCA5;PSMC4;ABCB4,Reactome_2022,PBMC_down
FLT3 Signaling R-HSA-9607240,0.5199204239262594,0.2008049064907527,2.500576553491352,4.014479253216433,2/37,UBB;GAB2,Reactome_2022,PBMC_down
HDR Thru Single Strand Annealing (SSA) R-HSA-5685938,0.5199204239262594,0.2008049064907527,2.500576553491352,4.014479253216433,2/37,EXO1;ERCC1,Reactome_2022,PBMC_down
MAP2K And MAPK Activation R-HSA-5674135,0.5199204239262594,0.2008049064907527,2.500576553491352,4.014479253216433,2/37,RAP1A;MAPK1,Reactome_2022,PBMC_down
NCAM1 Interactions R-HSA-419037,0.5199204239262594,0.2008049064907527,2.500576553491352,4.014479253216433,2/37,COL4A1;COL4A4,Reactome_2022,PBMC_down
Orc1 Removal From Chromatin R-HSA-68949,0.5199204239262594,0.2011394214673528,1.9903983656792643,3.192115256490126,3/69,UBB;PSMC4;CDK2,Reactome_2022,PBMC_down
Transcription Of HIV Genome R-HSA-167172,0.5199204239262594,0.2011394214673528,1.9903983656792643,3.192115256490126,3/69,TAF15;TAF13;TAF1L,Reactome_2022,PBMC_down
Activation Of AP-1 Family Of Transcription Factors R-HSA-450341,0.5199204239262594,0.2027587507846021,4.857817549092717,7.751806131777238,1/10,MAPK1,Reactome_2022,PBMC_down
CaMK IV-mediated Phosphorylation Of CREB R-HSA-111932,0.5199204239262594,0.2027587507846021,4.857817549092717,7.751806131777238,1/10,CAMK4,Reactome_2022,PBMC_down
Gamma-carboxylation Of Protein Precursors R-HSA-159740,0.5199204239262594,0.2027587507846021,4.857817549092717,7.751806131777238,1/10,FAM110A,Reactome_2022,PBMC_down
IRAK2 Mediated Activation Of TAK1 Complex R-HSA-937042,0.5199204239262594,0.2027587507846021,4.857817549092717,7.751806131777238,1/10,UBB,Reactome_2022,PBMC_down
Integration Of Provirus R-HSA-162592,0.5199204239262594,0.2027587507846021,4.857817549092717,7.751806131777238,1/10,PPIA,Reactome_2022,PBMC_down
Organic Anion Transporters R-HSA-428643,0.5199204239262594,0.2027587507846021,4.857817549092717,7.751806131777238,1/10,SLC25A10,Reactome_2022,PBMC_down
PI3K Events In ERBB4 Signaling R-HSA-1250342,0.5199204239262594,0.2027587507846021,4.857817549092717,7.751806131777238,1/10,EREG,Reactome_2022,PBMC_down
Removal Of Aminoterminal Propeptides From Gamma-Carboxylated Proteins R-HSA-159782,0.5199204239262594,0.2027587507846021,4.857817549092717,7.751806131777238,1/10,FAM110A,Reactome_2022,PBMC_down
STAT3 Nuclear Events Downstream Of ALK Signaling R-HSA-9701898,0.5199204239262594,0.2027587507846021,4.857817549092717,7.751806131777238,1/10,CD274,Reactome_2022,PBMC_down
STAT5 Activation Downstream Of FLT3 ITD Mutants R-HSA-9702518,0.5199204239262594,0.2027587507846021,4.857817549092717,7.751806131777238,1/10,GAB2,Reactome_2022,PBMC_down
Signal Attenuation R-HSA-74749,0.5199204239262594,0.2027587507846021,4.857817549092717,7.751806131777238,1/10,MAPK1,Reactome_2022,PBMC_down
"Tetrahydrobiopterin (BH4) Synthesis, Recycling, Salvage And Regulation R-HSA-1474151",0.5199204239262594,0.2027587507846021,4.857817549092717,7.751806131777238,1/10,PTS,Reactome_2022,PBMC_down
Cargo Recognition For Clathrin-Mediated Endocytosis R-HSA-8856825,0.5223857478865617,0.2047464768239077,1.7524324324324323,2.779327632222405,4/104,UBB;SH3KBP1;AGFG1;EREG,Reactome_2022,PBMC_down
Transport Of Inorganic Cations/Anions And Amino Acids/Oligopeptides R-HSA-425393,0.5223857478865617,0.2047464768239077,1.7524324324324323,2.779327632222405,4/104,SLC25A26;SLC9A7;SLC16A10;SLC25A10,Reactome_2022,PBMC_down
SARS-CoV Infections R-HSA-9679506,0.5280050054730472,0.2074923954561173,1.3495647060327525,2.1224072246560763,11/369,CD79B;SRPK2;SEC24B;RPS15A;UBB;SH3KBP1;CTSL;SFTPD;NR3C1;ST3GAL1;IL6R,Reactome_2022,PBMC_down
Apoptotic Cleavage Of Cellular Proteins R-HSA-111465,0.5280050054730472,0.2090235925399194,2.430991529646238,3.805250854962118,2/38,CASP8;CTNNB1,Reactome_2022,PBMC_down
Diseases Of Mitotic Cell Cycle R-HSA-9675126,0.5280050054730472,0.2090235925399194,2.430991529646238,3.805250854962118,2/38,ATRX;CDK2,Reactome_2022,PBMC_down
Signaling By RAF1 Mutants R-HSA-9656223,0.5280050054730472,0.2090235925399194,2.430991529646238,3.805250854962118,2/38,RAP1A;MAPK1,Reactome_2022,PBMC_down
Diseases Of Programmed Cell Death R-HSA-9645723,0.5322206840376843,0.2127463074676627,1.9316589557171184,2.989541385905341,3/71,CASP8;TRADD;DNMT3B,Reactome_2022,PBMC_down
trans-Golgi Network Vesicle Budding R-HSA-199992,0.5322206840376843,0.2127463074676627,1.9316589557171184,2.989541385905341,3/71,AP1G1;AP1S1;SNX5,Reactome_2022,PBMC_down
Clathrin-mediated Endocytosis R-HSA-8856828,0.5322206840376843,0.2137770212676727,1.5994958066270122,2.467736941679195,5/142,UBB;ARPC2;SH3KBP1;AGFG1;EREG,Reactome_2022,PBMC_down
Transcriptional Regulation By VENTX R-HSA-8853884,0.5322206840376843,0.2172758169772682,2.365167858441401,3.6106361293407967,2/39,EHMT1;CTNNB1,Reactome_2022,PBMC_down
Translesion Synthesis By Y Family DNA Polymerases Bypasses Lesions On DNA Template R-HSA-110313,0.5322206840376843,0.2172758169772682,2.365167858441401,3.6106361293407967,2/39,PCNA;UBB,Reactome_2022,PBMC_down
CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017,0.5322206840376843,0.2186033246559766,1.9035661944308744,2.894365725679138,3/72,UBB;PSMC4;CDK2,Reactome_2022,PBMC_down
Regulation Of RUNX2 Expression And Activity R-HSA-8939902,0.5322206840376843,0.2186033246559766,1.9035661944308744,2.894365725679138,3/72,UBB;PSMC4;NR3C1,Reactome_2022,PBMC_down
Alpha-protein Kinase 1 Signaling Pathway R-HSA-9645460,0.5322206840376843,0.2206258631276058,4.3718120805369125,6.607062497554877,1/11,UBB,Reactome_2022,PBMC_down
Apoptotic Cleavage Of Cell Adhesion Proteins R-HSA-351906,0.5322206840376843,0.2206258631276058,4.3718120805369125,6.607062497554877,1/11,CTNNB1,Reactome_2022,PBMC_down
CLEC7A (Dectin-1) Induces NFAT Activation R-HSA-5607763,0.5322206840376843,0.2206258631276058,4.3718120805369125,6.607062497554877,1/11,NFATC3,Reactome_2022,PBMC_down
Digestion Of Dietary Carbohydrate R-HSA-189085,0.5322206840376843,0.2206258631276058,4.3718120805369125,6.607062497554877,1/11,AMY2B,Reactome_2022,PBMC_down
Endosomal/Vacuolar Pathway R-HSA-1236977,0.5322206840376843,0.2206258631276058,4.3718120805369125,6.607062497554877,1/11,CTSL,Reactome_2022,PBMC_down
"Gamma-carboxylation, Transport, And Amino-Terminal Cleavage Of Proteins R-HSA-159854",0.5322206840376843,0.2206258631276058,4.3718120805369125,6.607062497554877,1/11,FAM110A,Reactome_2022,PBMC_down
Interleukin-27 Signaling R-HSA-9020956,0.5322206840376843,0.2206258631276058,4.3718120805369125,6.607062497554877,1/11,IL6ST,Reactome_2022,PBMC_down
Regulation Of BACH1 Activity R-HSA-9708530,0.5322206840376843,0.2206258631276058,4.3718120805369125,6.607062497554877,1/11,UBB,Reactome_2022,PBMC_down
Synthesis Of PIPs At Late Endosome Membrane R-HSA-1660517,0.5322206840376843,0.2206258631276058,4.3718120805369125,6.607062497554877,1/11,VAC14,Reactome_2022,PBMC_down
"TICAM1,TRAF6-dependent Induction Of TAK1 Complex R-HSA-9014325",0.5322206840376843,0.2206258631276058,4.3718120805369125,6.607062497554877,1/11,UBB,Reactome_2022,PBMC_down
Uptake And Function Of Anthrax Toxins R-HSA-5210891,0.5322206840376843,0.2206258631276058,4.3718120805369125,6.607062497554877,1/11,MAP2K6,Reactome_2022,PBMC_down
"WNT5A-dependent Internalization Of FZD2, FZD5 And ROR2 R-HSA-5140745",0.5322206840376843,0.2206258631276058,4.3718120805369125,6.607062497554877,1/11,RORA,Reactome_2022,PBMC_down
Cellular Response To Hypoxia R-HSA-1234174,0.5402695883125394,0.2244931589943066,1.8762760834670944,2.8029876872524824,3/73,UBB;PSMC4;UBE2D2,Reactome_2022,PBMC_down
Collagen Degradation R-HSA-1442490,0.5415471143444565,0.2255559690393414,2.302808590984187,3.429312504585815,2/40,CTSL;PHYKPL,Reactome_2022,PBMC_down
GTP Hydrolysis And Joining Of 60S Ribosomal Subunit R-HSA-72706,0.5469013537669274,0.2283232567298076,1.6685542685542685,2.4644427436335548,4/109,EIF5;RPS15A;RPL32;RPL8,Reactome_2022,PBMC_down
"Cell Death Signaling Via NRAGE, NRIF And NADE R-HSA-204998",0.5480399916048869,0.2304136703407579,1.8497547080234211,2.715216125916103,3/74,BEX3;ABR;UBB,Reactome_2022,PBMC_down
RHOG GTPase Cycle R-HSA-9013408,0.5480399916048869,0.2304136703407579,1.8497547080234211,2.715216125916103,3/74,DOCK3;VAPB;LBR,Reactome_2022,PBMC_down
Signaling By NOTCH1 R-HSA-1980143,0.5480399916048869,0.2304136703407579,1.8497547080234211,2.715216125916103,3/74,MAML2;UBB;HDAC8,Reactome_2022,PBMC_down
Carboxyterminal Post-Translational Modifications Of Tubulin R-HSA-8955332,0.5508616085456721,0.2338586713640812,2.2436472346786247,3.2601053964713254,2/41,TUBB6;TTLL9,Reactome_2022,PBMC_down
Paradoxical Activation Of RAF Signaling By Kinase Inactive BRAF R-HSA-6802955,0.5508616085456721,0.2338586713640812,2.2436472346786247,3.2601053964713254,2/41,RAP1A;MAPK1,Reactome_2022,PBMC_down
M Phase R-HSA-68886,0.5508616085456721,0.2344618300031368,1.3085834062001946,1.8980511276533203,11/380,PPP2CB;TUBB6;UBB;NUMA1;PSMC4;ENSA;MAPK1;TUBG1;HDAC8;LBR;CDK5RAP2,Reactome_2022,PBMC_down
Butyrophilin (BTN) Family Interactions R-HSA-8851680,0.5508616085456721,0.2380934260904673,3.9741712426276186,5.703301896372278,1/12,BTN2A1,Reactome_2022,PBMC_down
CD28 Dependent Vav1 Pathway R-HSA-389359,0.5508616085456721,0.2380934260904673,3.9741712426276186,5.703301896372278,1/12,CD86,Reactome_2022,PBMC_down
Caspase-mediated Cleavage Of Cytoskeletal Proteins R-HSA-264870,0.5508616085456721,0.2380934260904673,3.9741712426276186,5.703301896372278,1/12,CASP8,Reactome_2022,PBMC_down
Disorders Of Developmental Biology R-HSA-9675151,0.5508616085456721,0.2380934260904673,3.9741712426276186,5.703301896372278,1/12,CAMK4,Reactome_2022,PBMC_down
GRB2 Events In EGFR Signaling R-HSA-179812,0.5508616085456721,0.2380934260904673,3.9741712426276186,5.703301896372278,1/12,EREG,Reactome_2022,PBMC_down
Interleukin-35 Signaling R-HSA-8984722,0.5508616085456721,0.2380934260904673,3.9741712426276186,5.703301896372278,1/12,IL6ST,Reactome_2022,PBMC_down
Lysine Catabolism R-HSA-71064,0.5508616085456721,0.2380934260904673,3.9741712426276186,5.703301896372278,1/12,PHYKPL,Reactome_2022,PBMC_down
NOTCH2 Intracellular Domain Regulates Transcription R-HSA-2197563,0.5508616085456721,0.2380934260904673,3.9741712426276186,5.703301896372278,1/12,MAML2,Reactome_2022,PBMC_down
TICAM1-dependent Activation Of IRF3/IRF7 R-HSA-9013973,0.5508616085456721,0.2380934260904673,3.9741712426276186,5.703301896372278,1/12,UBB,Reactome_2022,PBMC_down
Formation Of Incision Complex In GG-NER R-HSA-5696395,0.5550500454644478,0.2421787725591316,2.1874439461883406,3.101968533692869,2/42,UBB;ERCC1,Reactome_2022,PBMC_down
"Gamma Carboxylation, Hypusine Formation And Arylsulfatase Activation R-HSA-163841",0.5550500454644478,0.2421787725591316,2.1874439461883406,3.101968533692869,2/42,FAM110A;TPST2,Reactome_2022,PBMC_down
RND1 GTPase Cycle R-HSA-9696273,0.5550500454644478,0.2421787725591316,2.1874439461883406,3.101968533692869,2/42,FAM135A;UBXN11,Reactome_2022,PBMC_down
Mitotic Prophase R-HSA-68875,0.5550500454644478,0.2427844807364231,1.6219552886219553,2.2960093160571984,4/112,PPP2CB;NUMA1;ENSA;MAPK1,Reactome_2022,PBMC_down
Nonsense Mediated Decay (NMD) Enhanced By Exon Junction Complex (EJC) R-HSA-975957,0.5550500454644478,0.2427844807364231,1.6219552886219553,2.2960093160571984,4/112,UPF2;RPS15A;RPL32;RPL8,Reactome_2022,PBMC_down
ABC Transporter Disorders R-HSA-5619084,0.5550500454644478,0.2483382979560437,1.774491345277862,2.471801422529999,3/77,UBB;PSMC4;ABCB4,Reactome_2022,PBMC_down
Transcription-Coupled Nucleotide Excision Repair (TC-NER) R-HSA-6781827,0.5550500454644478,0.2483382979560437,1.774491345277862,2.471801422529999,3/77,PCNA;UBB;ERCC1,Reactome_2022,PBMC_down
Interleukin-1 Signaling R-HSA-9020702,0.5550500454644478,0.25253815251512,1.5923013923013922,2.191313938595252,4/114,CASP8;UBB;PSMC4;MAP2K6,Reactome_2022,PBMC_down
Constitutive Signaling By Aberrant PI3K In Cancer R-HSA-2219530,0.5550500454644478,0.2543606993644272,1.750741573033708,2.396768615314768,3/78,CD86;GAB2;EREG,Reactome_2022,PBMC_down
Advanced Glycosylation Endproduct Receptor Signaling R-HSA-879415,0.5550500454644478,0.2551703548893532,3.6428038777032063,4.97542859366364,1/13,MAPK1,Reactome_2022,PBMC_down
Degradation Of Cysteine And Homocysteine R-HSA-1614558,0.5550500454644478,0.2551703548893532,3.6428038777032063,4.97542859366364,1/13,SLC25A10,Reactome_2022,PBMC_down
Downregulation Of ERBB2:ERBB3 Signaling R-HSA-1358803,0.5550500454644478,0.2551703548893532,3.6428038777032063,4.97542859366364,1/13,UBB,Reactome_2022,PBMC_down
ERBB2 Activates PTK6 Signaling R-HSA-8847993,0.5550500454644478,0.2551703548893532,3.6428038777032063,4.97542859366364,1/13,EREG,Reactome_2022,PBMC_down
Erythropoietin Activates RAS R-HSA-9027284,0.5550500454644478,0.2551703548893532,3.6428038777032063,4.97542859366364,1/13,RAPGEF1,Reactome_2022,PBMC_down
Glutamate And Glutamine Metabolism R-HSA-8964539,0.5550500454644478,0.2551703548893532,3.6428038777032063,4.97542859366364,1/13,GLUL,Reactome_2022,PBMC_down
Glycogen Synthesis R-HSA-3322077,0.5550500454644478,0.2551703548893532,3.6428038777032063,4.97542859366364,1/13,UBB,Reactome_2022,PBMC_down
